마을명,시군구명,읍면동명,행정리명,관광지명,관광지유형,소재지도로명주소,소재지지번주소,위도,경도,면적,지정일자,수용인원수,주차가능수,관광지소개,휴무일,운영시간,요금정보,주요목적,편의시설,관리기관명,관리기관전화번호,데이터기준일자
천진리마을,제주시,우도면,천진리,우도등대공원,공원,제주특별자치도 제주시 우도면 우도봉길 105,제주특별자치도 제주시 우도면 연평리 337,33.49294,126.965,,,,,우도봉정상에 위치한 공원,,(평일+주말)09:00~18:00,,공원산책,,우도등대공원,064-783-0180,2022-09-30
천진리마을,제주시,우도면,천진리,우도정원,식물원,제주특별자치도 제주시 우도면 천진길 105,제주특별자치도 제주시 우도면 연평리 1964,33.501916,126.947017,,,,,제주 우도의 이국적인 정원,,(평일+주말)10:00~17:00,4000원(입장료),정원산책,,,,2022-09-30
천진리마을,제주시,우도면,천진리,우도봉(쇠머리오름),오름,,제주특별자치도 제주시 우도면 연평리 산17,33.492092,126.963586,457393,,,,"소가 머리를 들고 누워있는 형태를 띠고 있는데, 머리에 해당하는 부분을 쇠머리오름이라 함",,,,오름등반,,제주도청,064-120,2022-09-30
천진리마을,제주시,우도면,천진리,훈데르트바서파크,테마파크,제주특별자치도 제주시 우도면 우도해안길 32-12,제주특별자치도 제주시 우도면 연평리 1706-1,33.49275715,126.9565077,,2022-03-11,,,색채마술사 훈데르트바서의 작품과 우도의 신비한 아름다움을 담은 테마파크,,(평일+주말)09:30~18:00,5000원(입장권+전이수전展)+6000원(소원체험팩)+8000원(훈데르트바서展)+10000원(패키지권)+15000원(자유이용권),작품감상,주차장+화장실+장애인편의시설 ,이지앤스토리,064-766-6077,2022-09-30
교래삼다수마을,제주시,조천읍,교래리,제주돌문화공원,문화공원,제주특별자치도 제주시 조천읍 남조로 2023 교래자연휴양림,제주특별자치도 제주시 조천읍 교래리 산95,33.44820966,126.6590593,,,,130,제주 특유의 돌문화를 집대성하여 조성한 공원,연중무휴,(평일+주말)09:00~18:00,5000원(성인)+4000원(성인단체+청소년+군인)+무료(어린이),관람+산책,공용주차장+공용화장실,제주돌문화공원,064-710-7733,2022-09-30
교래삼다수마을,제주시,조천읍,교래리,바농오름,오름,,제주특별자치도 제주시 조천읍 교래리 산 108,33.45377549,126.6538018,473953,,,,비고 142m의 복합형 화구를 지닌 화산체,연중무휴,,무료,등반,공용주차장,제주도청 ,064-120,2022-09-30
교래삼다수마을,제주시,조천읍,교래리,큰지그리오름,오름,,제주특별자치도 제주시 조천읍 교래리 산 119,33.44378693,126.6452717,344976,,,,산정부에 원형의 화구와 오름 서쪽 능선에 북동쪽으로 벌어진 말굽형 화구를 동시에 지닌 복합 화산체,연중무휴,,무료,등반,,제주도청 ,064-120,2022-09-30
교래삼다수마을,제주시,조천읍,교래리,물찻오름,오름,,제주특별자치도 제주시 조천읍 교래리 산 137-1,33.39484878,126.6528711,744401,,,,"물찻오름은 2008년부터 입산을 통제하고 있는데,1년에 사려니숲길 에코힐링체험 행사 때만 개방하는 오름",연중무휴,,무료,등반,,제주도청 ,064-120,2022-09-30
교래삼다수마을,제주시,조천읍,교래리,방애오름,오름,,제주특별자치도 제주시 조천읍 교래리 산 45,33.44392229,126.6845203,536966,,,,백록담과 한라산 정상 서벽이 위치한 방애오름은 분화구 주변에 오름인 알오름 2개가 형성된 복합형의 이중화산,연중무휴,,무료,등반,,제주도청 ,064-120,2022-09-30
교래삼다수마을,제주시,조천읍,교래리,돔배오름,오름,,제주특별자치도 제주시 조천읍 교래리 산 64,33.42785414,126.6692411,117259,,,,비고 36m. 원형 화구를 가진 화산체. 돔배는 제주 방언으로 도마를 말하는데 오름 모양새가 도마의 모양과 닮아 명칭,연중무휴,,무료,등반,,제주도청 ,064-120,2022-09-30
교래삼다수마을,제주시,조천읍,교래리,늡서리,오름,제주특별자치도 제주시 조천읍 남조로 2023,제주특별자치도 제주시 조천읍 교래리 산 95,33.44177828,126.6629373,115505,,,,비고 59m. 말굽형(북동향)형태의 오름으로 분화구 외부 경사진 곳에 자연림이 무성하게 숲을 이루고 있음,연중무휴,,무료,등반,,제주도청 ,064-120,2022-09-30
교래삼다수마을,제주시,조천읍,교래리,까끄래기오름,오름,,제주특별자치도 제주시 교래리 128,33.43164668,126.7031502,132944,,,,50미터 정도의 완만한 경사로 비교적 낮은 오름에 속하는 까끄래기오름은 조릿대와 억새가 군락을 이루고 있어 아름다운 경치를 감상할 수 있음,연중무휴,,무료,등반,,제주도청 ,064-120,2022-09-30
교래삼다수마을,제주시,조천읍,교래리,말찻오름,오름,,제주특별자치도 제주시 조천읍 교래리 산 137-1,33.40056659,126.6542458,403935,,,,말찻오름은 물찻오름의 북동쪽 등성이와 맞닿아 이웃해 있는 오름,연중무휴,,무료,등반,,제주도청 ,064-120,2022-09-30
교래삼다수마을,제주시,조천읍,교래리,부소악,오름,,제주특별자치도 제주시 조천읍 교래리 산2,33.44219241,126.7177551,423459,,,,화구방향이 부대악과는 반대방향인 서남쪽으로 얕고 우묵하게 벌어진 말굽형 화구를 이루고 있는 모습이 부대악과는 대조적인 형태를 보여줌,연중무휴,,무료,등반,,제주도청 ,064-120,2022-09-30
교래삼다수마을,제주시,조천읍,교래리,족은지그리오름,오름,,제주특별자치도 제주시 조천읍 교래리 산 119,33.45027603,126.6459915,120674,,,,"족은지그리는 큰지그리와 등을 맞대고 초승달모양의 말굽형 분화구가 화구방향을 달리하고 있으며, 큰지그리와의 접촉부인 한구석에는 자그마한 동산이 탐스럽게 솟아있음",연중무휴,,무료,등반,,제주도청 ,064-120,2022-09-30
교래삼다수마을,제주시,조천읍,교래리,렛츠런팜 제주목장,오름,제주특별자치도 제주시 조천읍 남조로 1660,제주특별자치도 제주시 조천읍 교래리 산25-2,33.41844406,126.681477,,,,,"제주 렛츠런팜은 국내 경주마를 육성하고 관리하는 목장으로 200만㎡가 넘는 면적에 마사와 교배소, 동물병원, 조교용 주로 등을 갖춤",월요일+명절,(평일+주말)10:00~17:00,3000원(트렉터 마차 요금),관람,공용주차장+공용화장실+무료WIFI,한국마사회,064-780-0131,2022-09-30
교래삼다수마을,제주시,조천읍,교래리,산굼부리,자연명소,제주특별자치도 제주시 조천읍 비자림로 768,제주특별자치도 제주시 조천읍 교래리 342-2,33.43257522,126.6938307,464469,1979-06-21,,,"한라산의 기생화산 분화구인 함몰형 측화산으로, 자연의 경치가 빼어난 억새 군락지 중 한 곳",연중무휴,(하절기)09:00~18:40+(동절기)09:00~17:40,6000원(성인)+5000원(성인단체)+4000원(청소년+어린이+경로+국가유공자+장애인)+2500원(청소년단체+어린이단체),관람+산책,공용주차장+공용화장실+쉼터+매점+식당,산굼부리,064-783-9900,2022-09-30
교래삼다수마을,제주시,조천읍,교래리,제주센트럴파크,테마파크,제주특별자치도 제주시 조천읍 비자림로 606,제주특별자치도 제주시 조천읍 교래리 산56-4,33.43345102,126.6744057,,2022-08-11,,822,국내 최초 세계 미니어처 박물관으로 각 나라의 우수한 건축물을 전시함,연중무휴,(평일+주말)09:00~18:00,7000원(성인)+5000원(청소년)+4000원(어린이),관람,공용주차장+공용화장실,(주)제주미니미니랜드,064-782-7720,2022-09-30
교래삼다수마을,제주시,조천읍,교래리,제주에코랜드,테마파크,제주특별자치도 제주시 조천읍 남조로 1982,제주특별자치도 제주시 조천읍 교래리 385-1,33.44833468,126.6702819,1322314,,,300,30만평의 곶자왈 원시림을 기차로 체험하는 테마파크,연중무휴,(평일+주말)09:00~18:00,14000원(성인)+12000원(청소년)+10000원(어린이),관람,공용주차장+공용화장실,(주)더원,064-802-8000,2022-09-30
교래삼다수마을,제주시,조천읍,교래리,매드벤처,테마파크,제주특별자치도 제주시 조천읍 남조로 2109-36,제주특별자치도 제주시 조천읍 교래리 786-29,33.45398972,126.657703,,2018-06-20,20,3,"4차산업혁명 기술인 드론을 이용해 드론축구체험, 드론배우기, 드론 비행을 경험할 수 있는 관광 테마파크",연중무휴,(평일+주말)09:00~19:00,15000원(실내드론체험30분),프로그램체험,공용주차장+공용화장실+무료WIFI,(주)매드벤처,,2022-09-30
교래삼다수마을,제주시,조천읍,교래리,교래자연휴양림,휴양림,제주특별자치도 제주시 조천읍 남조로 2023 교래자연휴양림,제주특별자치도 제주시 조천읍 교래리 119,33.44035706,126.6649941,,,,130,전국에서 유일한 곶자왈 생태체험 휴양림,연중무휴,(하절기)07:00~16:00+(동절기)07:00~15:00,1000원(성인)+800원(성인단체)+600원(청소년+군인)+500원(청소년단체+군인단체),휴양+야영,공용주차장+공용화장실+쉼터+무료WIFI,교래자연휴양림,064-783-7482,2022-09-30
대흘1리마을,제주시,조천읍,대흘1리,새미오름,오름,,제주특별자치도 제주시 조천읍 대흘리 산27-1,33.47404839,126.669422,261938,,,,산등성이는 남에서 북으로 곧게 뻗어 있고 서쪽으로 완만하고 평평한 등성마루를 이루면서 남서쪽으로 완만하게 벌어져 말굽형 화구를 이룸,연중무휴,,무료,등반,,제주도청 ,064-120,2022-09-30
대흘1리마을,제주시,조천읍,대흘1리,꾀꼬리오름,오름,,제주특별자치도 제주시 조천읍 대흘리 산33,33.46115159,126.6790997,110674,,,,"자연미를 느낄 수 있으며, 적당한 기슭을 통하여 오를 수 있고 경사는 다소 가파른 편에 속하는 오름",연중무휴,,무료,등반,,제주도청 ,064-120,2022-09-30
대흘2리마을,제주시,조천읍,대흘2리,제원하늘농원,관광농원,제주특별자치도 제주시 조천읍 대흘북길 72-5,제주특별자치도 제주시 조천읍 대흘리 852-1,33.50320283,126.6665037,28099.1736,2015-10-20,,20,"노지감귤과 만감류를 생산하는 농원으로, 귀농귀촌 및 다문화교육을 진행하고 있는 체험형 관광농원",연중무휴,(평일+주말)10:00~18:00,프로그램별 요금 상이,프로그램체험,공용화장실+공용주차장,제원하늘농원,,2022-09-30
북촌리마을,제주시,조천읍,북촌리,북촌포구,항구,제주특별자치도 제주시 조천읍 북촌9길 26-1,제주특별자치도 제주시 조천읍 북촌리 588,33.55019438,126.6941756,,,,,"다려도를 한눈에 볼 수 있고, 마을 충어제를 지내는 신당을 볼 수 있는 곳",연중무휴,,무료,감상,,제주도청 ,064-120,2022-09-30
선흘1리마을,제주시,조천읍,선흘1리,부영농원,관광농원,,제주특별자치도 제주시 조천읍 선흘리 3474,33.51925122,126.6912733,,,,,"노지감귤, 단호박, 콜라비, 홍용과 등을 재배하며, 관광객에게 체험도 제공하는 관광농원",연중무휴,,,프로그램체험,,부영농원,,2022-09-30
선흘1리마을,제주시,조천읍,선흘1리,귤의정원바령,관광농원,,제주특별자치도 제주시 조천읍 선흘리 1396,33.50520118,126.7062006,,,,,"귤밭피크닉, 풋귤따기 체험 등이 가능한 관광농원",연중무휴,,,프로그램체험,,귤의정원바령,,2022-09-30
선흘1리마을,제주시,조천읍,선흘1리,동백동산,숲길,제주특별자치도 제주시 조천읍 동백로 77,제주특별자치도 제주시 조천읍 선흘리 924,33.51644,126.7160356,,,,,1981년 8월 26일 제주특별자치도 기념물 제10호로 지정된 선흘리 동쪽에 있는 넓은 면적의 상록활 엽수 천연림,연중무휴,(평일+주말)09:00~18:00,무료,산책,공용주차장+공용화장실+쉼터,제주시청,064-120,2022-09-30
선흘2리마을,제주시,조천읍,선흘2리,선녀와나무꾼,테마파크,제주특별자치도 제주시 조천읍 선교로 267,제주특별자치도 제주시 조천읍 선흘리 1997,33.47878757,126.7037964,,,,,"어렸을 적 그리운 추억들을 떠올리며, 그 시절 추억을 또다시 느낄 수 있는 테마파크",연중무휴,(평일+주말)09:00~18:00,13000원(성인)+11000원(군경+경로+장애인+유공자+청소년)+10000원(어린이+성인단체)+9000원(군경단체+경로단체+장애인단체+유공자단체)+8000원(청소년단체+어린이단체),관람,공용주차장+공용화장실+쉼터,선녀와나무꾼 테마파크,064-784-9001,2022-09-30
선흘2리마을,제주시,조천읍,선흘2리,캐릭파크,테마파크,제주특별자치도 제주시 조천읍 선교로 266,제주특별자치도 제주시 조천읍 선흘리 266,33.47960359,126.7005404,,2019-07-04,,,"캐릭터 전시장으로 세계의 유명한 캐릭터를 관람하고, 첨단장비가 탑재된 기구를 통해 과학적 원리를 깨우치는 놀이를 체험할 수 있음",연중무휴,(평일+주말)09:00~18:00,11000원(성인+어린이)+8000원(제주도민)+6000원(장애인+경로+유공자+군경),프로그램체험,공용주차장+공용화장실+무료WIFI,캐릭파크,064-784-3500,2022-09-30
선흘2리마을,제주시,조천읍,선흘2리,포레스트 사파리,테마파크,제주특별자치도 제주시 조천읍 선교로 474-1,제주특별자치도 제주시 조천읍 선흘리 1817,33.4630558,126.7095498,,,,54,"동물과 함께 사진을 찍을 수 있는 포토존&힐링존, 다양한 즐거움이 가득한 공룡라이더, 여러 동물들을 만져보고 직접 먹이주기, 동물페인팅까지 체험가능한 테마파크",연중무휴,(평일+주말)10:00~17:30,10000원(성인)+11000원(어린이),관람,공용주차장+공용화장실+쉼터,(주)제주마그마,064-783-0300,2022-09-30
신흥리마을,제주시,조천읍,신흥리,김택화미술관,관람,제주특별자치도 제주시 조천읍 신흥로 1 (우) 63332,제주특별자치도 제주시 조천읍 신흥리 227-5,33.54375033,126.6531558,,,,,일평생 제주의 풍경을 고집스레 그렸던 화가 김택화의 예술세계와 삶의 여정을 담아낸 공간,목요일,(평일+주말)10:00~18:00,4500원(성인)+3000원(청소년+군인)+1500원(어린이+어르신)+무료(7세이하+장애인+국가유공자),관람,공용화장실,김택화미술관,064-900-9097,2022-09-30
신흥리마을,제주시,조천읍,신흥리,신흥해수욕장,해수욕장,,제주특별자치도 제주시 조천읍 신흥리 731-3,33.55177667,126.6487331,,,,,조천읍 신흥리에 위치한 물놀이가 가능한 해수욕장,연중무휴,,,해수욕,,제주도청,064-120,2022-09-30
와흘메밀마을,제주시,조천읍,와흘리,새미동산,관광농원,제주특별자치도 제주시 조천읍 종인내길 133,제주특별자치도 제주시 조천읍 와흘리 2160-3,33.49513275,126.623363,,,,,4계절 꽃테마 재배공원으로 감귤체험 및 알파카 목장체험을 할 수 있는 관광농원,연중무휴,(평일+주말)09:00~18:00,프로그램별 요금 상이,프로그램체험,공용주차장+공용화장실+무료WIFI,새미동산,064-759-0017,2022-09-30
와흘메밀마을,제주시,조천읍,와흘리,제주레포츠랜드,테마파크,제주특별자치도 제주시 조천읍 와흘상서2길 47 제주레포츠랜드,제주특별자치도 제주시 조천읍 와흘리 870,33.48206142,126.6387503,,2020-05-13,,,국제경기 유치 가능 카트 체험장,연중무휴,(평일+주말)09:00~17:00,프로그램별 요금 상이,프로그램체험,공용주차장+공용화장실+무료WIFI,(주)제주레포츠랜드,064-784-8800,2022-09-30
와흘메밀마을,제주시,조천읍,와흘리,서프라이즈테마파크,테마파크,제주특별자치도 제주시 조천읍 남조로 2243,제주특별자치도 제주시 조천읍 와흘리 2988,33.46518842,126.6596222,,,,,폐자원을 재활용하여 예술로 승화시킨 정크 아트 작품을 볼 수 있는 전시장,연중무휴,(평일+주말)09:00~22:00,13000원(성인)+11000원(청소년)+10000원(어린이+경로+군인+장애인+국가유공자),관람,공용주차장+공용화장실+무료WIFI,서프라이즈테마파크,064-783-7272,2022-09-30
조천리마을,제주시,조천읍,조천리,제주항일기념관,박물관,제주특별자치도 제주시 조천읍 신북로 303,제주특별자치도 제주시 조천읍 조천리 1156,33.54160469,126.6428996,,,,90,"제주인의 독립의지를 고스란히 담고 있으며, 제주인의 독립에 대한 발자취를  한자리에서 이해할 수 있도록 구성된 전시관",명절(추석+설날)+명절다음날,(평일+주말)09:00~17:00,무료,관람,공용주차장+공용화장실+쉼터,제주특별자치도 보훈청,064-783-2008,2022-09-30
함덕리마을,제주시,조천읍,함덕리,서우봉,오름,,제주특별자치도 제주시 조천읍 함덕리 169-3,33.54575,126.677505,835758,,,,"서우봉은 봄철에 노란 유채꽃이 만개하는 곳이며, 정상에서는 함덕해변을 한 눈에 조망할 수 있음",연중무휴,,무료,등반,공용화장실+쉼터+공용주차장,제주도청 ,064-120,2022-09-30
함덕리마을,제주시,조천읍,함덕리,함덕해수욕장,해수욕장,제주특별자치도 제주시 조천읍 조함해안로 525,제주특별자치도 제주시 조천읍 함덕리 1004-10,33.54306068,126.6692443,11919,,,,눈부신 모래밭과 맑은 에메랄드 빛의 바다. ‘한국의 몰디브’라는 별칭이 있음,연중무휴,,무료,해수욕,공용화장실+쉼터+공용주차장,제주시청,064-120,2022-09-30
신양1리마을,제주시,추자면 ,신양1리,모진이 몽돌해안,해변,,제주특별자치도 제주시 추자면 신양리 56,33.94571386,126.3343695,,,,,모래없이 몽돌(동글동글한 돌)로만 이루어진 해수욕장,연중무휴,,무료,해수욕,주차장,제주특별자치도 제주시 추자면사무소,064-728-1526,2022-09-30
신양2리마을,제주시,추자면 ,신양2리,섬생이,무인도,,제주특별자치도 제주시 추자면 신양리 산 87,33.93988321,126.311403,,,,,"풍경이 아름다운 무인도로, 낚시하기 좋은 이상적인 장소",연중무휴,,무료,낚시,,제주특별자치도 제주시 추자면사무소,064-728-1526,2022-09-30
예초리마을,제주시,추자면 ,예초리,돈대산,산,,제주특별자치도 제주시 추자면 예초리 산 67-1,33.94821882,126.3229808,,,,,"신양항과 해안마을 전경을 한눈에 볼 수 있는 산으로, 산 중턱에 총 길이 2km의 산책로가 조성되어 있음",연중무휴,,무료,등산,전망대쉼터,제주특별자치도 제주시 추자면사무소,064-728-1526,2022-09-30
예초리마을,제주시,추자면 ,예초리,신대산 전망대,전망대,,제주특별자치도 제주시 추자면 예초리 산 7,33.95466645,126.3411721,,,,,바다가 한눈에 보이는 전망대,연중무휴,,무료,등산,전망대쉼터,제주특별자치도 제주시 추자면사무소,064-728-1526,2022-09-30
고산1리마을,제주시,한경면,고산1리,고산리유적안내센터,문화재,제주특별자치도 제주시 한경면 노을해안로 1100,제주특별자치도 제주시 한경면 고산리 3650-1,33.30414244,126.1661833,,,,,"우리나라에서 가장 오래된 신석기유적, 동시에 후기 구석기시대 석기가 출토되어 한국에서 확인된 바 없는 유물조합상을 띠고 있음, 이 양상은 시베리아, 만주, 일본, 한반도 지역을 포함하는 동북아시아의 초기 신석기 문화연구에 좋은 자료로서 중요한 유적으로 평가되어 국가사적 412호로 지정되었음, 우리나라 가장 오래된 신석기문화를 간직한 제주 고산리 유적을 널리 알리고 살아있는 선사시대 교육장으로 활용하고자 제주 고산리 유적 안내센터를 2018년 07월부터 운영을 시작함,",월요일+일요일,(평일+토요일)09:00~18:00,무료,전시,주차장+화장실,재단법인 제주고고학연구소,0507-1406-0061,2022-09-30
고산1리마을,제주시,한경면,고산1리,차귀도,섬,,제주특별자치도 제주시 한경면 고산리 125,33.31110548,126.1478169,,,,,해안절벽과 기암괴석이 절경을 이루는 제주 최대의 무인도로 천연기념물 제422호로 지정,연중무휴,,무료,관광,주차장+화장실+편의점+음료대+유도 및 안내시설+경보 및 피난시설,,064-772-3224,2022-09-30
고산1리마을,제주시,한경면,고산1리,수월봉,오름,,제주특별자치도 제주시 한경면 고산리 3760,33.29475532,126.1631082,,,,,차귀도로 떨어지는 낙조를 즐길 수 있는 천연기념물 제 513호,연중무휴,,무료,등산,주차장+화장실,제주도청,064-120,2022-09-30
고산1리마을,제주시,한경면,고산1리,엉알해안,해수욕장,,제주특별자치도 제주시 한경면 고산리 3653-3,33.2994146,126.167514,,,,,"엉알해안은 해안절벽이 퇴적층으로 이루어져 있으며 낙조가 아름다운 곳, 유네스코에서 등재한 세계지질공원으로서 올레 12코스에 해당",연중무휴,,무료,산책,,제주시청,064-120,2022-09-30
낙천리아홉굿마을,제주시,한경면,낙천리,낙천아홉굿마을 의자공원,마을공원,제주특별자치도 제주시 한경면 낙수로 97,제주특별자치도 제주시 한경면 낙천리 1913,33.327613,126.226761,,2009-07-31,,,2007년에 시작하여 2년에 걸쳐 주민들 손으로 1천개의 의자를 제작하고 조형물을 설치한 개방형 마을공원,연중무휴,(평일+주말+공휴일)09:00~17:00,무료,공원,주차장+화장실+무료WIFI,아홉굿마을 영농조합법인,064-773-1946,2022-09-30
신창리마을,제주시,한경면,신창리,신창리포구,포구,,제주특별자치도 제주시 한경면 신창리,33.34834788,126.1802941,2469.3,,,,바다마을의 매력을 느낄 수 있는 포구,연중무휴,,무료,관광,,,,2022-09-30
용수리마을,제주시,한경면,용수리,성김대건신부제주표착기념관(용수성지),기념관,제주특별자치도 제주시 한경면 용수1길 108,제주특별자치도 제주시 한경면 용수리 4266,33.32288428,126.1676909,,,,,용수리의 천주교 성지로 천주교를 널리 알리고자 했던 김대건 신부의 의지를 담아 기념할 수 있게 만든 곳,연중무휴(미사시간제외),(평일+주말+공휴일)09:00~18:00,무료,성지순례,주차장+화장실,성김대건신부제주표착기념관,064-772-1252,2022-09-30
용수리마을,제주시,한경면,용수리,당산봉,오름,,제주특별자치도 제주시 한경면 용수리 4705,33.30793943,126.1729521,534135,,,,올레 12코스의 끝자락에 있는 세계지질공원의 명소,연중무휴,,무료,등산,,제주도청,064-120,2022-09-30
용수리마을,제주시,한경면,용수리,당산봉 알봉,오름,,제주특별자치도 제주시 한경면 용수리 2705,33.31156651,126.1706467,,,,,올레 13코스의 끝자락에 있는 세계지질공원의 명소,연중무휴,,무료,등산,,제주도청,064-120,2022-09-30
용수리마을,제주시,한경면,용수리,용수항(용수리포구),포구,,제주특별자치도 제주시 한경면 용수리 4274-1,33.32331052,126.166382,,,,,"한경면 용수리에 위치한 용수항은 어촌마을에서 흔히 볼 수 있는 소규모 어항, 20척 미만의 어선이 정박하며, 용수리포구 또는 용수포구로 불리기도 한다, 제주올레 12코스의 종착지이자 제주올레 13코스의 출발점인 지점",연중무휴,,무료,관람,,,,2022-09-30
저지리마을,제주시,한경면,저지리,방림원,공원,제주특별자치도 제주시 한경면 용금로 864,제주특별자치도 제주시 한경면 저지리 2120-91,33.33711053,126.26852,13223,,,,국내최초 세계 야생화 작품 전시 박물관,연중무휴,(평일+주말+공휴일)09:00~18:00,8000원(성인)+6000원(청소년+어린이+경로+장애인),관람,주차장+화장실+무료WIFI+안내시설,방림원,064-773-0090,2022-09-30
저지리마을,제주시,한경면,저지리,생각하는 정원,공원,제주특별자치도 제주시 한경면 녹차분재로 675,제주특별자치도 제주시 한경면 저지리 1534,33.32550557,126.255015,33064,,,,국가지정 민간정원으로 대한민국 대표정원으로 다양한 체험프로그램이 있음,연중무휴,(평일+주말+공휴일)09:00~18:00,12000원(성인)+10000원(청소년+경로)+7000원(어린이),관람,주차장+화장실+무료WIFI+편의점+음료대,생각하는정원,064-772-3701,2022-09-30
저지리마을,제주시,한경면,저지리,환상숲곶자왈공원,공원,제주특별자치도 제주시 한경면 녹차분재로 594-1,제주특별자치도 제주시 한경면 저지리 2848-2,33.32287346,126.2630437,,,,,제주의 천연 원시림으로 용암이 남긴 신비한 지형 위에서 다양한 동식물들이 함께 살아가는 독특한 생태계가 유지되는 보존 가치가 높은 지역,연중무휴,(평일+토요일)09:00~18:00+(일요일)13:00~18:00,5000원(성인)+4000원(어린이+장애+국가유공자+도보여행자)+3000원(제주도민)+12000원(족욕체험),산책,주차장+화장실,환상숲곶자왈공원,064-772-2488,2022-09-30
저지리마을,제주시,한경면,저지리,저지 예술인마을,관광공원,제주특별자치도 제주시 한경면 저지14길 28,제주특별자치도 제주시 한경면 저지리 2120-116,33.33949783,126.2670446,,,,,독특한 풍광과 전국 예술인들이 모여 형성된 문화예술인촌,연중무휴,,무료,관람,화장실+편의점,제주도청,064-120,2022-09-30
저지리마을,제주시,한경면,저지리,제주현대미술관,미술관,제주특별자치도 제주시 한경면 저지14길 35,제주특별자치도 제주시 한경면 저지리 2114-63,33.33968319,126.265609,,,,,저지문화예술마을에 자리한 현대미술관,월요일+연휴,(평일+주말+공휴일)09:00~18:00,2000원(성인)+1000원(청소년+군인)+500원(어린이)+무료(6세이하+경로+장애인),관람,주차장+무료WIFI+안내시설+피난시설+화장실,제주특별자치도 현대미술관,064-710-7801,2022-09-30
저지리마을,제주시,한경면,저지리,갤러리데이지,미술관,제주특별자치도 제주시 한경면 저지12길 97-12,제주특별자치도 제주시 한경면 저지리 2120-12,33.3378576,126.2675417,,,,,"갤러리는 자연과 어우러지는 독창적이고 예술적인 건축물로 많은 이들로부터 관심과 사랑을 받고 있으며, 국내외 현대미술 작가의 소장할 가치가 있는 작품들을 선보이는 곳",전시회마다상이,,,관람,주차장,gallerydaisy,064-772-4200,2022-09-30
저지리마을,제주시,한경면,저지리,가메창오름,오름,제주특별자치도 제주시 한경면 저지9길 52-8,제주특별자치도 제주시 한경면 저지리 1496,33.32973146,126.248594,17037,,,,"오름의 분화구 모양이 솥 바닥을 닮은 데에서 명칭이 유래했으며 암메 혹은 가마오름이라고 부름, 기슭 일대에 인공적으로 심은 소나무가 우거져 있고, 분화구 주변에는 오래된 소나무가 군락을 이룸",연중무휴,,무료,등산,,제주도청,064-120,2022-09-30
저지리마을,제주시,한경면,저지리,마오름,오름,,제주특별자치도 제주시 한경면 저지리 산55-2,33.33800485,126.243598,38946,,,,"명칭은 모두 오름의 형상이 말과 닮은 데에서 유래하여 마악(馬岳) 또는 마봉(馬峰)이라고도 부름, 오름 전체가 고운 풀밭으로 덮여 있으며 해송이 듬성듬성 자람, 오름 곳곳에 많은 묘가 자리 잡고 있으며 분화구 부근에 과수원이 있음",연중무휴,,무료,등산,,제주도청,064-120,2022-09-30
저지리마을,제주시,한경면,저지리,마중오름,오름,,제주특별자치도 제주시 한경면 저지리 2143-18,33.33448853,126.270717,120340,,,,"마중 오름은 예로부터 머종 오름 또는 머종이 오름으로 부르다가, 머중 오름, 마중 오름 등으로 소리가 변하여 전하고 있음, 마중 오름 북동쪽에는 골프장이 들어서 있으며, 서북쪽에는 저지리 예술인 마을이 들어서 있음",연중무휴,,무료,등산,,제주도청,064-120,2022-09-30
저지리마을,제주시,한경면,저지리,저지오름,오름,,제주특별자치도 제주시 한경면 저지리 산51,33.33271206,126.2509689,379316,,,,"닥몰오름, 새오름, 저지악(楮旨岳) 등 여러 별칭으로 불리는 저지오름은 비교적 가파른 깔때기형 산상 분화구를 갖고 있는 화산체, 산상의 분화구를 중심으로 어느 쪽 사면이나 경사와 거리가 비슷한 둥근 산체를 이루고 있음, 오름 각 사면에는 해송이 주종을 이루며 잡목과 함께 울창한 숲을 이루고 있음",연중무휴,,무료,등산,,제주도청,064-120,2022-09-30
저지리마을,제주시,한경면,저지리,문화예술 공공수장고,전시관,제주특별자치도 제주시 한경면 저지12길 84-2,제주특별자치도 제주시 한경면 저지리 2114-1,33.33722583,126.2645703,,,,,제주 미디어아트 전시관,월요일+연휴,(평일+주말+공휴일)09:20~17:20,2000원(성인)+1000원(청소년+군인)+500원(어린이)+무료(6세이하+경로+장애인),관람,주차장+화장실,제주특별자치도 현대미술관,064-710-7801,2022-09-30
저지리마을,제주시,한경면,저지리,유리의 성,전시관,제주특별자치도 제주시 한경면 녹차분재로 462,제주특별자치도 제주시 한경면 저지리 3135-1,33.3146732,126.2737277,,,,,국내 최대규모의 유리조형예술체험 테마파크,임시휴무(22년12월까지),(평일+주말+공휴일)09:00~19:00,11000원(성인)+9000원(장애인+경로+청소년)+8000원(어린이),관람,주차장+무료WIFI+흡연구역+화장실+음료대+편의점,제주유리의성,064-772-7777,2022-09-30
조수1리마을,제주시,한경면,조수1리,수호농원,관광농원,제주특별자치도 제주시 한경면 용금로 489,제주특별자치도 제주시 한경면 조수리 326-2,33.33643926,126.2319977,,,,,"키위 수확체험, 농산물 강좌, 꿈다락 공유센터를 운영함",연중무휴,(평일+주말+공휴일)10:00~22:00,,체험,단체석+공용주차장+예약+무료WIFI,수호농원,,2022-09-30
